id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,172.22.224.117,00:15:5d:c1:3e:9b,00:15:5d,59968,3.125.149.81,00:15:5d:94:dd:7e,00:15:5d,80,6,4,0,0,1734833199315,1734833199333,18,2,132,1734833199315,1734833199315,0,1,66,1734833199333,1734833199333,0,1,66,HTTP,Web,1,1,,,,,
1,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,0,58,6,0,0,1734833212316,1734833212317,1,7,930,1734833212316,1734833212317,1,5,758,1734833212317,1734833212317,0,2,172,ICMPV6,Network,0,6,,,,,
2,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,547,fe80::5440:d617:fa87:1f07,08:00:27:e1:e3:8a,08:00:27,546,17,6,0,0,1734833212316,1734833212317,1,6,1100,1734833212316,1734833212317,1,6,1100,0,0,0,0,0,DHCPV6,Network,0,6,,,,,
3,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,62576,8.8.8.8,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,1734833212317,1734833212317,0,2,258,1734833212317,1734833212317,0,1,76,1734833212317,1734833212317,0,1,182,DNS.Microsoft,Network,0,6,www.msftncsi.com,,,,
4,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,52234,8.8.8.8,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,1734833212317,1734833212317,0,2,285,1734833212317,1734833212317,0,1,76,1734833212317,1734833212317,0,1,209,DNS.Microsoft,Network,0,6,www.msftncsi.com,,,,
5,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,62804,8.8.8.8,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,1734833212317,1734833212317,0,2,258,1734833212317,1734833212317,0,1,76,1734833212317,1734833212317,0,1,182,DNS.Microsoft,Network,0,6,www.msftncsi.com,,,,
6,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,54926,8.8.8.8,1c:6f:65:c0:43:92,1c:6f:65,53,17,4,0,0,1734833212317,1734833212317,0,2,285,1734833212317,1734833212317,0,1,76,1734833212317,1734833212317,0,1,209,DNS.Microsoft,Network,0,6,www.msftncsi.com,,,,
7,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49159,2.16.4.152,1c:6f:65:c0:43:92,1c:6f:65,80,6,4,0,0,1734833212317,1734833212317,0,6,356,1734833212317,1734833212317,0,3,194,1734833212317,1734833212317,0,3,162,HTTP,Web,1,1,,,,,
8,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49160,2.16.4.112,1c:6f:65:c0:43:92,1c:6f:65,80,6,4,0,0,1734833212317,1734833212317,0,6,356,1734833212317,1734833212317,0,3,194,1734833212317,1734833212317,0,3,162,HTTP,Web,1,1,,,,,
9,0,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,0,58,6,0,0,1734833212317,1734833212317,0,1,86,1734833212317,1734833212317,0,1,86,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
10,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,60491,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,1734833212317,1734833212317,0,2,208,1734833212317,1734833212317,0,1,96,1734833212317,1734833212317,0,1,112,DNS.Microsoft,Network,0,6,dns.msftncsi.com,,,,
11,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,60970,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,1734833212317,1734833212317,0,2,220,1734833212317,1734833212317,0,1,96,1734833212317,1734833212317,0,1,124,DNS.Microsoft,Network,0,6,dns.msftncsi.com,,,,
12,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,63880,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,1734833212318,1734833212318,0,2,176,1734833212318,1734833212318,0,1,88,1734833212318,1734833212318,0,1,88,DNS,Network,0,6,wpad.lan,,,,
13,0,fe80::da58:d7ff:fe00:f72,d8:58:d7:00:0f:72,d8:58:d7,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,0,58,6,0,0,1734833212318,1734833212318,0,2,172,1734833212318,1734833212318,0,1,86,1734833212318,1734833212318,0,1,86,ICMPV6,Network,0,6,,,,,
14,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,64530,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,1734833212318,1734833212318,0,2,206,1734833212318,1734833212318,0,1,95,1734833212318,1734833212318,0,1,111,DNS,Network,0,6,www.us.hsbc.com,,,,
15,0,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,50806,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,17,6,0,0,1734833212318,1734833212318,0,2,190,1734833212318,1734833212318,0,1,95,1734833212318,1734833212318,0,1,95,DNS,Network,0,6,www.us.hsbc.com,,,,
16,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49161,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212318,1734833212346,28,31,16040,1734833212318,1734833212324,6,12,3222,1734833212318,1734833212346,28,19,12818,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,11561c85dc62fc519bb618caf4730137,,
17,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49162,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212318,1734833212343,25,8,4800,1734833212318,1734833212323,5,4,1041,1734833212318,1734833212343,25,4,3759,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,11561c85dc62fc519bb618caf4730137,,
18,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49163,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212318,1734833212319,1,4,424,1734833212318,1734833212319,1,3,358,1734833212318,1734833212318,0,1,66,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,,,
19,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49164,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212341,22,9,6092,1734833212319,1734833212337,18,4,1025,1734833212319,1734833212341,22,5,5067,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,,,
20,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49165,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212328,9,5,1548,1734833212319,1734833212319,0,3,358,1734833212319,1734833212328,9,2,1190,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,,,
21,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49166,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212319,0,1,66,1734833212319,1734833212319,0,1,66,0,0,0,0,0,TLS,Web,1,1,,,,,
22,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49167,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212319,0,1,66,1734833212319,1734833212319,0,1,66,0,0,0,0,0,TLS,Web,1,1,,,,,
23,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49168,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212337,18,3,747,1734833212319,1734833212321,2,2,304,1734833212337,1734833212337,0,1,443,TLS,Web,0,6,www.us.hsbc.com,d7150af4514b868defb854db0f62a441,,,
24,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49169,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212319,1734833212320,1,2,1580,1734833212319,1734833212319,0,1,66,1734833212320,1734833212320,0,1,1514,TLS,Web,0,6,,,11561c85dc62fc519bb618caf4730137,,
25,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49177,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212322,1734833212345,23,3,345,1734833212322,1734833212342,20,2,108,1734833212345,1734833212345,0,1,237,TLS,Web,1,1,,,,,
26,0,fd2d:ab8c:225::1,d8:58:d7:00:0f:72,d8:58:d7,53,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,08:00:27:e1:e3:8a,08:00:27,64443,17,6,0,0,1734833212322,1734833212322,0,1,221,1734833212322,1734833212322,0,1,221,0,0,0,0,0,DNS,Network,0,6,www1.member-hsbc-group.com,,,,
29,0,142.0.160.13,1c:6f:65:c0:43:92,1c:6f:65,443,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49184,6,4,0,0,1734833212351,1734833212351,0,1,347,1734833212351,1734833212351,0,1,347,0,0,0,0,0,TLS,Web,0,6,,,,,
30,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49181,23.4.248.232,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212351,1734833212351,0,1,54,1734833212351,1734833212351,0,1,54,0,0,0,0,0,TLS,Web,1,1,,,,,
31,0,192.168.1.112,08:00:27:e1:e3:8a,08:00:27,49178,161.113.8.26,1c:6f:65:c0:43:92,1c:6f:65,443,6,4,0,0,1734833212352,1734833212352,0,1,54,1734833212352,1734833212352,0,1,54,0,0,0,0,0,TLS,Web,1,1,,,,,
